AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,FHRSID,Lat,Lon,LABusinessID,LACode,LAEmail,LAName,LAWebsite,NewRatingPending,PostCode,RatingDate,Rating,ConfidenceInManagement,Hygiene,Structural,ExtractDate
Tolticken Hill,Portreath,Redruth,Cornwall,RAF Portreath,Restaurant/Cafe/Canteen,1,596026,50.263628,-5.268425,CP13_001290,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 4RA,3/26/2015,5,0,0,5,11/2/2016
Raffertys Cafe And Wine Bar,St Merryn,Padstow,Cornwall,Rafferty's Cafe & Wine Bar,Restaurant/Cafe/Canteen,1,569086,50.525816,-4.990844,CP12_001094,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL28 8NF,10/12/2016,5,5,5,5,11/2/2016
St Merryn,Padstow,Cornwall,,Raffertys Pizzareia,Restaurant/Cafe/Canteen,1,897756,50.525816,-4.990844,CP16_000222,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL28 8NF,7/5/2016,5,5,5,5,11/2/2016
59 Church Street,Falmouth,Cornwall,,Ragamuffins,Restaurant/Cafe/Canteen,1,736230,50.154625,-5.068357,CP14_001084,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 3DS,7/19/2016,2,5,10,15,11/2/2016
10 Vicarage Road,St Agnes,Cornwall,,Railway Inn,Pub/bar/nightclub,7843,571171,50.309152,-5.203376,C1_PI_000043571,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR5 0TJ,1/12/2015,5,5,5,5,11/2/2016
6 Gabriel Street,St Ives,Cornwall,,Rajpoot,Restaurant/Cafe/Canteen,1,528304,50.211252,-5.481265,W1_10_10570_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 2LU,11/19/2014,5,5,5,5,11/2/2016
Ralphs Foodstore,4 The Square,Portscatho,Truro,Ralph's Food Store,Retailers - other,4613,438829,50.17941,-4.975709,C1_PI_000027683,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR2 5HW,6/28/2016,3,10,10,10,11/2/2016
Ramis,39 Market Jew Street,Penzance,Cornwall,Rami's,Takeaway/sandwich shop,7844,485568,50.120935,-5.534227,W1_10_11572_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 2HX,4/8/2016,5,5,5,5,11/2/2016
R A O B Institute,Belgravia Street,Penzance,Cornwall,RAOB Institute,Pub/bar/nightclub,7843,439102,50.12036,-5.53718,W1_10_10327_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 2BL,7/22/2016,4,5,10,5,11/2/2016
Rashleigh Arms,Quay Road,Charlestown,St Austell,Rashleigh Arms Hotel,Pub/bar/nightclub,7843,505027,50.332496,-4.756635,C2_232426,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 3NX,3/4/2016,5,5,5,5,11/2/2016
Rashleigh Arms,13 Polkerris,Par,Cornwall,Rashleigh Inn,Pub/bar/nightclub,7843,402145,50.338858,-4.679997,C2_243726,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2TL,12/10/2014,5,5,5,5,11/2/2016
,,,,Raw Chocolate Pie - Home Caterer,Other catering premises,7841,607972,,,CP13_001371,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,4/24/2015,4,5,5,10,11/2/2016
30A Parkengue,Penryn,Cornwall,,Raze The Roof,Restaurant/Cafe/Canteen,1,547140,50.166157,-5.122679,W2_08_00085_CP,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR10 9EP,4/20/2016,4,10,5,5,11/2/2016
2 Fore Street,St Stephen,St Austell,Cornwall,Real Ocean,Takeaway/sandwich shop,7844,875283,50.343973,-4.890642,CP16_000380,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 7NN,5/11/2016,3,10,10,10,11/2/2016
,,,,Rebecca & Rozzy Thomas,Other catering premises,7841,699439,,,CP14_000827,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,8/27/2014,5,5,5,5,11/2/2016
Rectory Farm,Crosstown,Morwenstow,Bude,Rectory Farm Tea Rooms,Restaurant/Cafe/Canteen,1,439027,50.90719,-4.549186,E1_5282,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 9SR,5/17/2016,5,5,5,5,11/2/2016
,,,,Red Bottle Coffee,Mobile caterer,7846,552393,,,CP13_000483,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,5/29/2013,5,5,5,5,11/2/2016
59 Killerton Road,Bude,Cornwall,,Red Gables Care Home,Hospitals/Childcare/Caring Premises,5,463401,50.827449,-4.537127,E1_1081,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 8EW,12/2/2015,4,10,5,5,11/2/2016
The Red Jackets,66 Trevenson Street,Camborne,Cornwall,Red Jackets,Pub/bar/nightclub,7843,486899,50.212547,-5.294875,CP12_001425,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 8HZ,5/7/2014,5,5,5,5,11/2/2016
36 Fore Street,Newlyn,Penzance,Cornwall,Red Lion,Pub/bar/nightclub,7843,408136,50.101628,-5.546639,W1_10_10677_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 5JR,9/20/2016,1,20,10,10,11/2/2016
Red Lion Hotel,North Quay Hill,Newquay,Cornwall,Red Lion,Pub/bar/nightclub,7843,402106,50.41824,-5.088173,C2_225779,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1HE,9/27/2016,2,10,5,15,11/2/2016
St Kew Highway,Bodmin,Cornwall,,Red Lion Inn,Pub/bar/nightclub,7843,402449,50.546626,-4.778104,E1_61608,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL30 3DN,7/2/2015,5,5,5,5,11/2/2016
The Red Lion Inn,Blackwater,Truro,Cornwall,Red Lion Inn,Pub/bar/nightclub,7843,571174,50.269849,-5.180791,C1_PI_000043762,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR4 8EU,8/9/2016,2,10,10,15,11/2/2016
The Red Lion,The Square,Mawnan Smith,Falmouth,Red Lion Pub,Pub/bar/nightclub,7843,516149,50.117064,-5.109366,CP12_000296,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 5EP,1/14/2016,4,5,5,10,11/2/2016
Red Panda,Units 13-15,Pannier Market,Fore Street,Red Panda Chinese Restaurant And Takeaway,Restaurant/Cafe/Canteen,1,459863,50.502961,-4.316067,E2_04_00757_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL17 7AD,5/28/2015,3,10,10,10,11/2/2016
Red Post,Launcells,Bude,Cornwall,Red Post Inn,Pub/bar/nightclub,7843,900598,50.820034,-4.466043,CP16_000485,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 9NW,9/23/2016,3,5,10,10,11/2/2016
Red River Inn,1 Prosper Hill,Gwithian,Hayle,Red River Inn/Village Store,Pub/bar/nightclub,7843,402275,50.219206,-5.382349,CP12_000322,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR27 5BW,10/4/2016,3,5,10,10,11/2/2016
1 Cape Cornwall Street,St Just,Penzance,Cornwall,Red Star Chinese Takeaway,Takeaway/sandwich shop,7844,449433,50.124683,-5.682688,W1_10_11449_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 7JZ,11/20/2015,5,,,,11/2/2016
Redannick Lane,Truro,Cornwall,,Redannick House,Hospitals/Childcare/Caring Premises,5,408082,50.261158,-5.058953,CP11_000260,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2JP,5/4/2016,5,5,5,5,11/2/2016
Reddivallen,Trevalga,Boscastle,Cornwall,Reddivallen - B & B,Hotel/bed & breakfast/guest house,7842,409773,50.42225266,-5.039993763,E1_23836,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL35 0EE,6/18/2015,5,5,5,0,11/2/2016
Trewirgie Hill,Redruth,Cornwall,,Redruth Cricket Club,Pub/bar/nightclub,7843,439165,50.22819,-5.228332,W2_00007457,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 2TB,8/14/2015,5,5,5,5,11/2/2016
Redruth Kebabs,18 Chapel Street,Redruth,Cornwall,Redruth Kebab,Takeaway/sandwich shop,7844,576244,50.233574,-5.230099,CP12_000135,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 2DB,1/27/2015,5,5,5,5,11/2/2016
Redruth Rugby Football Club,Lower Cardrew Lane,Redruth,Cornwall,Redruth R F C,Pub/bar/nightclub,7843,439159,50.23844,-5.22723,W2_00006375,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 1SY,10/12/2015,5,0,5,0,11/2/2016
Redruth School And Technology Colle,Tolgus Vean,Redruth,Cornwall,Redruth School,School/college/university,7845,798018,50.23439,-5.238274,CP15_000664,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 1TA,6/9/2015,5,0,0,5,11/2/2016
Station Buffet And Kiosk,Railway Station,Station Road,Redruth,Redruth Station Buffet And Kiosk,Restaurant/Cafe/Canteen,1,402741,50.233295,-5.225886,W2_00007295,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 2AB,4/8/2015,5,5,5,5,11/2/2016
Redwing Contemporary Art CIC,36A Market Jew Street,Penzance,Cornwall,Redwing Contemporary Arts,Restaurant/Cafe/Canteen,1,548671,50.120659,-5.534431,CP13_000228,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 2HT,5/10/2013,5,5,5,5,11/2/2016
Parkhenver,Penventon,West End,Redruth,Reflections,Hospitals/Childcare/Caring Premises,5,580127,50.231928,-5.235892,CP13_000840,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3AA,8/1/2013,4,10,5,5,11/2/2016
Regal Cinema,6 Fore Street,Redruth,Cornwall,Regal Cinema Bar & Restaurant,Restaurant/Cafe/Canteen,1,554838,50.233069,-5.229503,W2_00006699,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 2AZ,12/1/2014,5,5,5,5,11/2/2016
,,,,Relish Catering - Home Caterer,Other catering premises,7841,743727,,,CP14_000484,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,3/20/2015,5,5,5,5,11/2/2016
Relish,6 - 8 Foundry Court,Foundry Street,Wadebridge,Relish Food & Drink,Restaurant/Cafe/Canteen,1,547113,50.515982,-4.837277,E1_50624,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7QN,11/14/2014,5,5,5,5,11/2/2016
,,,,Relish Street Food,Mobile caterer,7846,665712,,,CP14_000229,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,5/26/2016,5,5,5,5,11/2/2016
Shop Unit 6,Wharfside Shopping Centre,Market Jew Street,Penzance,Renaissance Cafe,Restaurant/Cafe/Canteen,1,665792,50.120369,-5.533347,W1_10_11509_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 2GB,11/16/2015,3,10,10,10,11/2/2016
Higher Market Street,East Looe,Looe,Cornwall,Rendezvous,Restaurant/Cafe/Canteen,1,551164,50.353317,-4.453381,CP13_000262,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 1BW,10/28/2014,5,5,5,5,11/2/2016
7 Coastguard Houses,Hawkers Cove,Padstow,Cornwall,Rest A While Tea Garden,Restaurant/Cafe/Canteen,1,581647,50.561276,-4.948889,CP13_000353,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL28 8HW,8/23/2016,5,5,5,5,11/2/2016
6 New Road,Port Isaac,Cornwall,,Restaurant Nathan Outlaw,Restaurant/Cafe/Canteen,1,768396,50.594136,-4.829654,CP15_000553,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL29 3SB,5/20/2015,5,5,5,0,11/2/2016
Langreek Road,Polperro,Looe,Cornwall,Restgarth Residential Home,Hospitals/Childcare/Caring Premises,5,585214,50.336199,-4.526055,E2_04_00251_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 2PW,9/27/2016,5,5,5,5,11/2/2016
Best Western Restormel Lodge Hotel,7 Castle Hill,Lostwithiel,Cornwall,Restormel Lodge Hotel,Hotel/bed & breakfast/guest house,7842,465865,50.406453,-4.671129,C2_228662,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL22 0DD,1/6/2016,4,5,5,10,11/2/2016
Mylor Churchtown,Falmouth,Cornwall,,Restronguet Sailing Club,Pub/bar/nightclub,7843,536142,50.177033,-5.051989,C1_PI_000049152,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 5UF,4/16/2013,4,5,5,10,11/2/2016
,,,,Retail Electric Vehicle,Mobile caterer,7846,697039,,,CP14_000472,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,8/12/2014,5,5,5,5,11/2/2016
Retallack Resort & Spa,Winnards Perch,St Columb,Cornwall,Retallack Beach Cafe,Restaurant/Cafe/Canteen,1,805090,50.456433,-4.912939,CP15_000606,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR9 6DE,8/30/2016,5,5,5,5,11/2/2016
High Street,St Keverne,Helston,Cornwall,Retallack Butchers,Retailers - other,4613,502515,50.049737,-5.088873,W2_00000583,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR12 6NW,1/13/2016,5,5,5,5,11/2/2016
Winnards Perch,St Columb,Cornwall,,Retallack Resort & Spa,Pub/bar/nightclub,7843,586913,50.456434,-4.912939,C2_243793,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR9 6DE,6/28/2016,4,10,5,5,11/2/2016
Stable Bar,Retorrick Mill Camping And Chalets,Retorrick Mill,Newquay,Retorrick Mill,Pub/bar/nightclub,7843,591595,50.463011,-5.007213,CP13_001242,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4BH,7/25/2016,5,5,5,5,11/2/2016
Texaco,Dennison Road,Bodmin,Cornwall,Revolution Fuels Limited,Retailers - other,4613,802166,50.471851,-4.718282,CP15_000902,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 2LW,9/8/2015,5,5,5,5,11/2/2016
Rezare Farm House,Rezare,Launceston,Cornwall,Rezare Farm Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,665714,50.575828,-4.315884,CP14_000243,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 9NX,5/12/2014,5,0,0,5,11/2/2016
21 Fore Street,Torpoint,Cornwall,,RG Seafoods,Retailers - other,4613,455193,50.375563,-4.195113,CP11_000826,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL11 2AD,5/14/2014,5,5,5,5,11/2/2016
,,,,Richard Crowe - Home Caterer,Other catering premises,7841,547105,,,CP13_000429,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,7/16/2015,4,10,5,5,11/2/2016
The Abbatoir,Kilhallon,Par,Cornwall,Richard Kittow And Sons,Retailers - other,4613,455166,50.362849,-4.712158,C2_204132,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2RL,9/9/2015,5,5,5,5,11/2/2016
Higher Besore Road,Gloweth,Truro,Cornwall,Richard Lander School,School/college/university,7845,588993,50.259795,-5.102885,C1_PI_000049074,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR3 6LT,3/17/2015,5,5,0,5,11/2/2016
Harbour Road,Par,Cornwall,,Richards Fruit and Veg,Retailers - other,4613,641962,50.349631,-4.7073,C2_243734,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2BD,9/8/2016,5,5,5,5,11/2/2016
Carwin Farm,16 Carwin Rise,Loggans,Hayle,Richards Of Cornwall,Retailers - other,4613,615765,50.197853,-5.395778,W1_10_10943_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR27 5DG,8/17/2015,5,,,,11/2/2016
39 Chariot Road,Illogan Highway,Redruth,Cornwall,Richardsons Fish And Chip Emporia Ltd,Takeaway/sandwich shop,7844,528421,50.230503,-5.255008,W2_00001241,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3LE,9/9/2016,5,,,,11/2/2016
,,,,Rick Park Farm - Home Caterer,Other catering premises,7841,704343,,,E2_06_00037_FOOD,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,9/17/2014,5,5,5,5,11/2/2016
Rick Steins Fish And Chips,Maritime House,Discovery Quay,Falmouth,Rick Stein Fish And Chips,Restaurant/Cafe/Canteen,1,635894,50.151624,-5.063111,C1_PI_000049131,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 3XA,6/2/2016,5,5,5,0,11/2/2016
Fistral Blu,Unit 4,International Surfing Centre,Headland Road,Rick Stein Fistral,Restaurant/Cafe/Canteen,1,865171,50.418892,-5.09717,CP15_000434,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1HY,2/16/2016,5,5,5,5,11/2/2016
Rick Stein,Mount Pleasant Road,Porthleven,Helston,Rick Stein Porthleven,Restaurant/Cafe/Canteen,1,732231,50.083305,-5.317314,CP15_000035,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR13 9JS,1/13/2015,4,10,5,0,11/2/2016
54 Mount Pleasant Road,Camborne,Cornwall,,Ridgewood,Hospitals/Childcare/Caring Premises,5,402760,50.206771,-5.297098,W2_00022212,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 7RJ,4/14/2015,5,5,5,0,11/2/2016
3 Bank Street,St Columb,Cornwall,,Ring O Bells,Pub/bar/nightclub,7843,528368,50.435858,-4.939182,C2_238625,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR9 6AT,7/19/2016,5,5,5,5,11/2/2016
Ring O' Bells,Churchtown,St Issey,Wadebridge,Ring O Bells,Pub/bar/nightclub,7843,409770,50.510093,-4.923239,CP12_000725,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7QA,10/17/2016,5,5,5,5,11/2/2016
Rippon Bakery Ltd,Unit 2,Point Mills Garage,Point Mills,Rippons Bakery,Retailers - other,4613,478841,50.230626,-5.129501,CP12_001350,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR4 8RA,8/12/2016,5,0,0,0,11/2/2016
St Marys Catholic School,Peverell Road,Penzance,Cornwall,Rise And Shine Breakfast Club,Hospitals/Childcare/Caring Premises,5,402264,50.125296,-5.536984,CP12_000291,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 2AT,1/28/2016,5,5,5,5,11/2/2016
Rising Dragon Chinese Restaurant,15 Webber Street,Falmouth,Cornwall,Rising Dragon,Takeaway/sandwich shop,7844,781804,50.156359,-5.071843,CP15_000777,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 3AU,7/27/2015,4,5,5,10,11/2/2016
The Square,St Mawes,Truro,Cornwall,Rising Sun Hotel,Pub/bar/nightclub,7843,551154,50.159567,-5.013642,C1_PI_000046156,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR2 5DJ,6/28/2016,4,5,5,10,11/2/2016
The Rising Sun Inn,Portmellon,Mevagissey,St Austell,Rising Sun Inn,Pub/bar/nightclub,7843,571211,50.262552,-4.78592,CP13_000744,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 6PL,5/11/2016,3,10,5,10,11/2/2016
Rivendale,Attwood Lane,Pensilva,Liskeard,Rivendale Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,781800,50.493703,-4.416994,CP15_000756,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL14 5QU,7/22/2015,5,5,5,0,11/2/2016
Station Road,East Looe,Looe,Cornwall,Rivercroft Hotel,Restaurant/Cafe/Canteen,1,569110,50.357084,-4.454756,E2_04_00180_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 1HL,9/1/2016,4,5,10,5,11/2/2016
Unit 1,Pethericks Mill,Kings Hill,Bude,Riverlife,Restaurant/Cafe/Canteen,1,810730,50.822615,-4.542686,CP15_000759,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 8TF,10/6/2015,5,5,5,0,11/2/2016
75 West Hill,St Austell,Cornwall,,Riverside Chinese Takeaway,Takeaway/sandwich shop,7844,658779,50.336709,-4.797904,C2_244132,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 5EY,3/18/2015,2,10,10,15,11/2/2016
Lane,Newquay,Cornwall,,Riverside Holiday Park,Restaurant/Cafe/Canteen,1,447712,50.392479,-5.054429,C2_224485,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4PE,8/3/2015,5,5,5,5,11/2/2016
Falmouth Water Sports Association,Grove Place,Falmouth,Cornwall,Riverview Cafe Bar,Pub/bar/nightclub,7843,401998,50.151002,-5.064513,C1_PI_000006940,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 4AU,6/27/2015,4,5,5,10,11/2/2016
Riviera Cafe,Mawgan Porth Hill,Mawgan Porth,Newquay,Riviera Takeaway,Takeaway/sandwich shop,7844,528361,50.464719,-5.031476,C2_221205,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4BA,7/25/2016,2,10,15,10,11/2/2016
RJs Outside Bar And Catering,Mobile Catering Unit,Lanyon Holiday Park,Loscombe Lane,RJs Outside Bars And Catering,Mobile caterer,7846,718238,50.200897,-5.242144,CP14_001045,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 6LP,11/13/2014,5,5,5,5,11/2/2016
16 Pendean Court,Liskeard,Cornwall,,RNID Action On Hearing Loss,Hospitals/Childcare/Caring Premises,5,457622,50.457903,-4.467216,E2_04_00040_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL14 6DZ,5/5/2016,5,5,5,5,11/2/2016
Roach Foods Ltd,68 Pannier Market,Back Quay,Truro,Roach Foods,Retailers - other,4613,540241,50.262505,-5.049819,C1_PI_000018391,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2LL,5/25/2016,5,5,5,5,11/2/2016
Bodmin,Cornwall,,,Robartes Junior School,School/college/university,7845,510802,50.468377,-4.727976,E1_51455,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 1LU,1/27/2016,5,5,5,5,11/2/2016
Middletons Corner  Buller Quay,Quay Street,East Looe,Looe,Robbies Old Boathouse Ice Cream Factory,Retailers - other,4613,439072,50.354223,-4.454791,E2_08_00035_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 1DX,6/21/2016,5,5,5,5,11/2/2016
The Mermaid,Church Street,Gorran Haven,St Austell,Robert & Deborah Browning,Restaurant/Cafe/Canteen,1,665710,50.240898,-4.788612,CP14_000191,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 6JH,9/28/2015,5,5,0,0,11/2/2016
5B Normandy Way,Bodmin,Cornwall,,Robinsons Cornish Meats Co.,Retailers - other,4613,627940,50.461248,-4.708176,CP11_000750,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 1EU,9/19/2016,4,10,5,5,11/2/2016
EFGA Gateway 2 New Life,Madford House,Madford Lane,Launceston,Roc Hub,Restaurant/Cafe/Canteen,1,732222,50.636032,-4.359969,CP14_000840,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 9ED,1/14/2015,4,10,5,0,11/2/2016
Roche County Primary School,Fore Street,Roche,St Austell,Roche C P School,School/college/university,7845,813299,50.405616,-4.833026,CP15_000730,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 8EP,1/22/2016,5,,,,11/2/2016
